InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsReturn,TotalSales,Month,PreviousReturns,ReturnProbability
C543974,21326,AGED GLASS SILVER T-LIGHT HOLDER,-4,2011-02-14 15:20:00,0.65,14606.0,United Kingdom,True,-2.6,2,19,0.9999999999999729
C543974,21463,MIRRORED DISCO BALL ,-1,2011-02-14 15:20:00,5.95,14606.0,United Kingdom,True,-5.95,2,20,0.999102311841031
C543980,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-02-14 16:39:00,3.75,14189.0,United Kingdom,True,-3.75,2,0,0.9990427042379093
C543992,POST,POSTAGE,-1,2011-02-15 10:29:00,18.0,12583.0,France,True,-18.0,2,0,0.9994314203941346
C544034,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,-1,2011-02-15 11:28:00,0.85,14701.0,United Kingdom,True,-0.85,2,0,0.9990414084522694
C544034,21626,VINTAGE UNION JACK PENNANT,-2,2011-02-15 11:28:00,1.95,14701.0,United Kingdom,True,-3.9,2,1,0.9999997030427483
C544034,22197,SMALL POPCORN HOLDER,-1,2011-02-15 11:28:00,0.85,14701.0,United Kingdom,True,-0.85,2,2,0.9990474535195961
C544034,22553,PLASTERS IN TIN SKULLS,-1,2011-02-15 11:28:00,1.65,14701.0,United Kingdom,True,-1.65,2,3,0.9990508160148931
C544034,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,-1,2011-02-15 11:28:00,4.25,14701.0,United Kingdom,True,-4.25,2,4,0.999054960441619
C544034,21743,STAR PORTABLE TABLE LIGHT ,-5,2011-02-15 11:28:00,2.95,14701.0,United Kingdom,True,-14.75,2,5,1.0
C544038,22798,ANTIQUE GLASS DRESSING TABLE POT,-3,2011-02-15 11:32:00,2.95,14659.0,United Kingdom,True,-8.850000000000001,2,0,0.9999999999075071
C544038,22784,LANTERN CREAM GAZEBO ,-4,2011-02-15 11:32:00,4.95,14659.0,United Kingdom,True,-19.8,2,1,0.9999999999999714
C544038,22505,MEMO BOARD COTTAGE DESIGN,-1,2011-02-15 11:32:00,4.95,14659.0,United Kingdom,True,-4.95,2,2,0.9990492734418349
C544038,22796,PHOTO FRAME 3 CLASSIC HANGING,-2,2011-02-15 11:32:00,9.95,14659.0,United Kingdom,True,-19.9,2,3,0.99999970601731
C544057,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2011-02-15 12:55:00,9.95,13623.0,United Kingdom,True,-9.95,2,0,0.9990454686714341
C544057,22060,LARGE CAKE STAND HANGING HEARTS,-1,2011-02-15 12:55:00,9.95,13623.0,United Kingdom,True,-9.95,2,1,0.9990484831704963
C544080,22423,REGENCY CAKESTAND 3 TIER,-4,2011-02-15 15:46:00,10.95,17819.0,United Kingdom,True,-43.8,2,0,0.9999999999999714
C544099,21528,DAIRY MAID TRADITIONAL TEAPOT ,-1,2011-02-16 10:17:00,6.95,15059.0,United Kingdom,True,-6.95,2,0,0.9990441320396173
C544117,POST,POSTAGE,-1,2011-02-16 11:48:00,18.0,12727.0,France,True,-18.0,2,0,0.9994314203941346
C544118,21705,BAG 500g SWIRLY MARBLES,-12,2011-02-16 11:49:00,1.65,16306.0,United Kingdom,True,-19.8,2,0,1.0
C544171,21156,RETROSPOT CHILDRENS APRON,-5,2011-02-16 14:13:00,1.95,13001.0,United Kingdom,True,-9.75,2,0,1.0
C544171,21363,HOME SMALL WOOD LETTERS,-2,2011-02-16 14:13:00,4.95,13001.0,United Kingdom,True,-9.9,2,1,0.9999997034583932
C544174,21272,SALLE DE BAIN HOOK,-1,2011-02-16 14:13:00,1.25,13001.0,United Kingdom,True,-1.25,2,2,0.9990476312260926
C544184,21877,HOME SWEET HOME MUG,-144,2011-02-16 15:47:00,1.06,16684.0,United Kingdom,True,-152.64,2,0,1.0
C544279,22617,BAKING SET SPACEBOY DESIGN,-1,2011-02-17 12:03:00,4.95,17954.0,United Kingdom,True,-4.95,2,2,0.9990492734418349
C544300,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,-1,2011-02-17 12:56:00,1.65,18125.0,United Kingdom,True,-1.65,2,0,0.9990417660852959
C544310,79160,HEART SHAPE WIRELESS DOORBELL,-1,2011-02-17 14:19:00,2.1,17841.0,United Kingdom,True,-2.1,2,11,0.9990747281154487
C544318,22301,COFFEE MUG CAT + BIRD DESIGN,-1,2011-02-17 15:02:00,2.1,12989.0,United Kingdom,True,-2.1,2,0,0.9990419671952918
C544397,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,2011-02-18 12:21:00,4.95,12462.0,Spain,True,-4.95,2,0,0.9994281057106343
C544397,37450,CERAMIC CAKE BOWL + HANGING CAKES,-1,2011-02-18 12:21:00,2.95,12462.0,Spain,True,-2.95,2,1,0.9994293802185004
C544397,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,-1,2011-02-18 12:21:00,2.95,12462.0,Spain,True,-2.95,2,2,0.9994311829793591
C544397,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,2011-02-18 12:21:00,9.95,12462.0,Spain,True,-9.95,2,3,0.9994348291159143
C544413,22364,GLASS JAR DIGESTIVE BISCUITS,-6,2011-02-18 14:36:00,2.95,14760.0,United Kingdom,True,-17.700000000000003,2,0,1.0
C544413,22363,GLASS JAR MARMALADE ,-6,2011-02-18 14:36:00,2.95,14760.0,United Kingdom,True,-17.700000000000003,2,1,1.0
C544414,22960,JAM MAKING SET WITH JARS,-2,2011-02-18 14:54:00,3.75,13408.0,United Kingdom,True,-7.5,2,4,0.9999997060970891
C544415,22625,RED KITCHEN SCALES,-1,2011-02-18 15:04:00,8.5,16133.0,United Kingdom,True,-8.5,2,2,0.9990508464218519
C544416,15056N,EDWARDIAN PARASOL NATURAL,-2,2011-02-18 15:11:00,5.95,16713.0,United Kingdom,True,-11.9,2,3,0.9999997054677708
C544417,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,2011-02-18 15:13:00,4.95,17512.0,United Kingdom,True,-4.95,2,0,0.9990432399130701
C544419,85232A,SET/3 POLKADOT STACKING TINS,-3,2011-02-18 15:16:00,4.95,12395.0,Belgium,True,-14.85,2,1,0.9999999999452365
C544420,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,2011-02-18 15:18:00,2.75,16191.0,United Kingdom,True,-5.5,2,9,0.9999997105780005
C544422,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,2011-02-18 15:22:00,0.85,12553.0,France,True,-10.2,2,2,1.0
C544424,22971,QUEENS GUARD COFFEE MUG,-5,2011-02-18 15:29:00,2.1,18093.0,United Kingdom,True,-10.5,2,0,1.0
C544424,22970,LONDON BUS COFFEE MUG,-6,2011-02-18 15:29:00,2.1,18093.0,United Kingdom,True,-12.6,2,1,1.0
C544425,35004B,SET OF 3 BLACK FLYING DUCKS,-1,2011-02-18 15:40:00,4.65,13078.0,United Kingdom,True,-4.65,2,4,0.9990551367489531
C544427,84663A,GRASS HOPPER WOODEN WALL CLOCK ,-1,2011-02-18 15:42:00,5.95,17612.0,United Kingdom,True,-5.95,2,0,0.999043686080275
C544428,22637,PIGGY BANK RETROSPOT ,-2,2011-02-18 15:44:00,2.55,16306.0,United Kingdom,True,-5.1,2,1,0.999999703125924
C544429,22637,PIGGY BANK RETROSPOT ,-2,2011-02-18 15:45:00,2.55,16306.0,United Kingdom,True,-5.1,2,2,0.9999997040643728
C544432,22487,WHITE WOOD GARDEN PLANT LADDER,-1,2011-02-18 15:54:00,9.95,16979.0,United Kingdom,True,-9.95,2,0,0.9990454686714341
C544433,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-02-18 15:59:00,1.25,15601.0,United Kingdom,True,-1.25,2,1,0.9990446140305675
C544435,22962,JAM JAR WITH PINK LID,-4,2011-02-18 16:32:00,0.85,15122.0,United Kingdom,True,-3.4,2,0,0.9999999999999711
C544435,22960,JAM MAKING SET WITH JARS,-2,2011-02-18 16:32:00,4.25,15122.0,United Kingdom,True,-8.5,2,1,0.9999997033614615
C544436,22556,PLASTERS IN TIN CIRCUS PARADE ,-3,2011-02-18 16:52:00,1.65,18172.0,United Kingdom,True,-4.949999999999999,2,0,0.9999999999074509
C544436,22632,HAND WARMER RED RETROSPOT,-1,2011-02-18 16:52:00,2.1,18172.0,United Kingdom,True,-2.1,2,1,0.999044992741772
C544436,22865,HAND WARMER OWL DESIGN,-2,2011-02-18 16:52:00,2.1,18172.0,United Kingdom,True,-4.2,2,2,0.9999997040021903
C544437,M,Manual,-1,2011-02-18 17:19:00,82.5,16027.0,United Kingdom,True,-82.5,2,0,0.999077230359312
C544442,22423,REGENCY CAKESTAND 3 TIER,-3,2011-02-20 10:30:00,10.95,15465.0,United Kingdom,True,-32.849999999999994,2,0,0.9999999999078519
C544451,22472,TV DINNER TRAY DOLLY GIRL,-1,2011-02-20 12:31:00,4.95,13097.0,United Kingdom,True,-4.95,2,0,0.9990432399130701
C544451,21658,GLASS  BEURRE DISH,-1,2011-02-20 12:31:00,3.95,13097.0,United Kingdom,True,-3.95,2,1,0.9990458164772206
C544458,85099B,JUMBO BAG RED RETROSPOT,-1,2011-02-20 13:48:00,1.95,14667.0,United Kingdom,True,-1.95,2,0,0.9990419001633122
C544458,22632,HAND WARMER RED RETROSPOT,-1,2011-02-20 13:48:00,2.1,14667.0,United Kingdom,True,-2.1,2,1,0.999044992741772
C544507,22423,REGENCY CAKESTAND 3 TIER,-7,2011-02-21 11:46:00,10.95,17865.0,United Kingdom,True,-76.64999999999999,2,0,1.0
C544553,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-02-21 12:09:00,3.75,14092.0,United Kingdom,True,-3.75,2,1,0.9990457274589717
C544557,85150,LADIES & GENTLEMEN METAL SIGN,-1,2011-02-21 12:31:00,2.55,17422.0,United Kingdom,True,-2.55,2,0,0.99904216826312
C544557,84949,SILVER HANGING T-LIGHT HOLDER,-5,2011-02-21 12:31:00,1.65,17422.0,United Kingdom,True,-8.25,2,1,1.0
C544557,22914,BLUE COAT RACK PARIS FASHION,-2,2011-02-21 12:31:00,4.95,17422.0,United Kingdom,True,-9.9,2,2,0.999999704395791
C544557,22913,RED COAT RACK PARIS FASHION,-3,2011-02-21 12:31:00,4.95,17422.0,United Kingdom,True,-14.85,2,3,0.999999999908467
C544557,22912,YELLOW COAT RACK PARIS FASHION,-4,2011-02-21 12:31:00,4.95,17422.0,United Kingdom,True,-19.8,2,4,0.9999999999999716
C544558,22360,GLASS JAR ENGLISH CONFECTIONERY,-11,2011-02-21 12:33:00,2.55,16073.0,United Kingdom,True,-28.05,2,0,1.0
C544559,85180A,RED HEARTS LIGHT CHAIN ,-6,2011-02-21 12:38:00,4.65,14329.0,United Kingdom,True,-27.9,2,0,1.0
C544560,75049L,LARGE CIRCULAR MIRROR MOBILE,-8,2011-02-21 12:43:00,0.85,17677.0,United Kingdom,True,-6.8,2,2,1.0
C544561,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-1,2011-02-21 12:44:00,9.95,15687.0,United Kingdom,True,-9.95,2,0,0.9990454686714341
C544570,22625,RED KITCHEN SCALES,-2,2011-02-21 12:59:00,8.5,12471.0,Germany,True,-17.0,2,35,0.9999998472051217
C544577,M,Manual,-1,2011-02-21 14:02:00,320.69,12365.0,Cyprus,True,-320.69,2,0,0.9995075815341765
C544590,22215,CAKE STAND WHITE TWO TIER LACE,-1,2011-02-21 15:12:00,8.5,14744.0,United Kingdom,True,-8.5,2,0,0.9990448228660351
C544594,47591D,PINK FAIRY CAKE CHILDRENS APRON,-1,2011-02-21 16:58:00,1.95,15079.0,United Kingdom,True,-1.95,2,0,0.9990419001633122
C544608,22973,CHILDREN'S CIRCUS PARADE MUG,-1,2011-02-22 10:00:00,1.65,15290.0,United Kingdom,True,-1.65,2,0,0.9990417660852959
C544609,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,-3,2011-02-22 10:03:00,2.1,12494.0,France,True,-6.300000000000001,2,3,0.99999999994522
C544635,22993,SET OF 4 PANTRY JELLY MOULDS,-12,2011-02-22 11:04:00,1.25,18257.0,United Kingdom,True,-15.0,2,0,1.0
C544653,85065,CREAM SWEETHEART TRAYS,-1,2011-02-22 12:55:00,12.75,13113.0,United Kingdom,True,-12.75,2,8,0.999070534762615
C544653,85064,CREAM SWEETHEART LETTER RACK,-1,2011-02-22 12:55:00,4.65,13113.0,United Kingdom,True,-4.65,2,9,0.9990699628710702
C544655,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2011-02-22 12:57:00,8.5,13113.0,United Kingdom,True,-8.5,2,10,0.9990745635241107
C544655,85066,CREAM SWEETHEART MINI CHEST,-2,2011-02-22 12:57:00,10.95,13113.0,United Kingdom,True,-21.9,2,11,0.9999997135038367
C544655,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,-5,2011-02-22 12:57:00,1.49,13113.0,United Kingdom,True,-7.45,2,12,1.0
C544655,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-2,2011-02-22 12:57:00,1.49,13113.0,United Kingdom,True,-2.98,2,13,0.9999997140520855
C544655,22501,PICNIC BASKET WICKER LARGE,-3,2011-02-22 12:57:00,8.5,13113.0,United Kingdom,True,-25.5,2,14,0.9999999999117464
C544665,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-02-22 14:56:00,2.95,12852.0,United Kingdom,True,-2.95,2,0,0.9990423469546855
C544665,22698,PINK REGENCY TEACUP AND SAUCER,-2,2011-02-22 14:56:00,2.95,12852.0,United Kingdom,True,-5.9,2,1,0.9999997031813614
C544665,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,2011-02-22 14:56:00,2.95,12852.0,United Kingdom,True,-2.95,2,2,0.9990483861092684
C544669,22320,BIRDS MOBILE VINTAGE DESIGN,-3,2011-02-22 15:22:00,5.95,18055.0,United Kingdom,True,-17.85,2,0,0.9999999999076365
C544669,22423,REGENCY CAKESTAND 3 TIER,-1,2011-02-22 15:22:00,12.75,18055.0,United Kingdom,True,-12.75,2,1,0.9990497250780341
C544669,22231,JIGSAW TREE WITH BIRDHOUSE,-1,2011-02-22 15:22:00,1.45,18055.0,United Kingdom,True,-1.45,2,2,0.9990477200669198
C544674,22379,RECYCLING BAG RETROSPOT ,-1,2011-02-22 15:48:00,2.1,13421.0,United Kingdom,True,-2.1,2,0,0.9990419671952918
C544679,22628,PICNIC BOXES SET OF 3 RETROSPOT ,-3,2011-02-22 16:15:00,4.95,12616.0,France,True,-14.85,2,0,0.9999999999447708
C544679,20983,12 PENCILS TALL TUBE RED RETROSPOT,-4,2011-02-22 16:15:00,0.85,12616.0,France,True,-3.4,2,1,0.9999999999999829
C544682,85099F,JUMBO BAG STRAWBERRY,-1,2011-02-22 16:29:00,1.65,17511.0,United Kingdom,True,-1.65,2,33,0.999136749062753
C544682,21754,HOME BUILDING BLOCK WORD,-1,2011-02-22 16:29:00,5.45,17511.0,United Kingdom,True,-5.45,2,34,0.9991409995904983
C544682,21564,PINK  HEART SHAPE LOVE BUCKET ,-1,2011-02-22 16:29:00,2.55,17511.0,United Kingdom,True,-2.55,2,35,0.9991425534735425
C544682,22659,LUNCH BOX I LOVE LONDON,-2,2011-02-22 16:29:00,1.65,17511.0,United Kingdom,True,-3.3,2,36,0.9999997341547134
C544696,22961,JAM MAKING SET PRINTED,-12,2011-02-23 09:41:00,1.45,14735.0,United Kingdom,True,-17.4,2,0,1.0
C544696,22960,JAM MAKING SET WITH JARS,-6,2011-02-23 09:41:00,3.75,14735.0,United Kingdom,True,-22.5,2,1,1.0
C544775,21326,AGED GLASS SILVER T-LIGHT HOLDER,-4,2011-02-23 11:35:00,0.65,14211.0,United Kingdom,True,-2.6,2,0,0.9999999999999711
C544780,37370,RETRO COFFEE MUGS ASSORTED,-5,2011-02-23 12:05:00,1.06,16701.0,United Kingdom,True,-5.300000000000001,2,0,1.0
C544780,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-3,2011-02-23 12:05:00,6.95,16701.0,United Kingdom,True,-20.85,2,1,0.9999999999079716
C544814,M,Manual,-1,2011-02-23 16:36:00,30.19,15590.0,United Kingdom,True,-30.19,2,0,0.9990544378147601
C544827,22221,CAKE STAND LOVEBIRD 2 TIER PINK,-1,2011-02-24 09:45:00,9.95,17147.0,United Kingdom,True,-9.95,2,0,0.9990454686714341
C544827,22215,CAKE STAND WHITE TWO TIER LACE,-1,2011-02-24 09:45:00,8.5,17147.0,United Kingdom,True,-8.5,2,1,0.9990478394026673
C544828,84279B,CHERRY BLOSSOM DECORATIVE FLASK,-1,2011-02-24 09:49:00,3.75,17147.0,United Kingdom,True,-3.75,2,2,0.9990487411415371
C544828,22423,REGENCY CAKESTAND 3 TIER,-1,2011-02-24 09:49:00,12.75,17147.0,United Kingdom,True,-12.75,2,3,0.9990557177486503
C544829,21314,SMALL GLASS HEART TRINKET POT,-1,2011-02-24 09:53:00,2.1,17314.0,United Kingdom,True,-2.1,2,0,0.9990419671952918
C544829,20832,RED FLOCK LOVE HEART PHOTO FRAME,-1,2011-02-24 09:53:00,0.85,17314.0,United Kingdom,True,-0.85,2,1,0.9990444357616184
C544830,22057,CERAMIC PLATE STRAWBERRY DESIGN,-3,2011-02-24 09:59:00,1.49,13118.0,United Kingdom,True,-4.47,2,0,0.999999999907444
C544830,22059,CERAMIC STRAWBERRY DESIGN MUG,-6,2011-02-24 09:59:00,1.49,13118.0,United Kingdom,True,-8.94,2,1,1.0
C544831,22974,CHILDRENS DOLLY GIRL MUG,-2,2011-02-24 10:01:00,1.65,15146.0,United Kingdom,True,-3.3,2,0,0.9999997020593316
C544831,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,-4,2011-02-24 10:01:00,0.85,15146.0,United Kingdom,True,-3.4,2,1,0.9999999999999714
C544831,22249,DECORATION WHITE CHICK MAGIC GARDEN,-4,2011-02-24 10:01:00,0.85,15146.0,United Kingdom,True,-3.4,2,2,0.9999999999999714
C544831,22248,DECORATION  PINK CHICK MAGIC GARDEN,-4,2011-02-24 10:01:00,0.85,15146.0,United Kingdom,True,-3.4,2,3,0.9999999999999716
C544840,22461,SAVOY ART DECO CLOCK,-1,2011-02-24 11:06:00,12.75,16719.0,United Kingdom,True,-12.75,2,0,0.9990467145097031
C544840,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-02-24 11:06:00,3.75,16719.0,United Kingdom,True,-3.75,2,1,0.9990457274589717
C544897,21633,SUNFLOWER DECORATIVE PARASOL,-1,2011-02-24 12:27:00,12.75,17867.0,United Kingdom,True,-12.75,2,0,0.9990467145097031
C544901,22780,LIGHT GARLAND BUTTERFILES PINK,-4,2011-02-24 13:02:00,4.25,15078.0,United Kingdom,True,-17.0,2,1,0.9999999999999714
C544901,22779,WOODEN OWLS LIGHT GARLAND ,-4,2011-02-24 13:02:00,4.25,15078.0,United Kingdom,True,-17.0,2,2,0.9999999999999716
C544901,22670,FRENCH WC SIGN BLUE METAL,-4,2011-02-24 13:02:00,1.25,15078.0,United Kingdom,True,-5.0,2,3,0.9999999999999716
C544901,22358,KINGS CHOICE TEA CADDY ,-4,2011-02-24 13:02:00,2.95,15078.0,United Kingdom,True,-11.8,2,4,0.9999999999999716
C544901,22357,KINGS CHOICE BISCUIT TIN,-1,2011-02-24 13:02:00,4.25,15078.0,United Kingdom,True,-4.25,2,5,0.9990579449930506
C544902,22629,SPACEBOY LUNCH BOX ,-1,2011-02-24 13:05:00,1.95,12362.0,Belgium,True,-1.95,2,0,0.9994301718156743
C544902,22273,FELTCRAFT DOLL MOLLY,-1,2011-02-24 13:05:00,2.95,12362.0,Belgium,True,-2.95,2,1,0.999432237069298
C545003,22149,FELTCRAFT 6 FLOWER FRIENDS,-1,2011-02-25 12:46:00,2.1,18231.0,United Kingdom,True,-2.1,2,0,0.9990419671952918
C545003,20972,PINK CREAM FELT CRAFT TRINKET BOX ,-12,2011-02-25 12:46:00,1.25,18231.0,United Kingdom,True,-15.0,2,1,1.0
C545033,22936,BAKING MOULD ROSE WHITE CHOCOLATE,-72,2011-02-25 16:26:00,2.75,14156.0,EIRE,True,-198.0,2,2,1.0
C545033,22935,BAKING MOULD ROSE MILK CHOCOLATE,-72,2011-02-25 16:26:00,2.75,14156.0,EIRE,True,-198.0,2,3,1.0
C545033,22838,3 TIER CAKE TIN RED AND CREAM,-96,2011-02-25 16:26:00,12.75,14156.0,EIRE,True,-1224.0,2,4,1.0
C545033,22699,ROSES REGENCY TEACUP AND SAUCER ,-120,2011-02-25 16:26:00,2.55,14156.0,EIRE,True,-306.0,2,5,1.0
C545033,22630,DOLLY GIRL LUNCH BOX,-192,2011-02-25 16:26:00,1.65,14156.0,EIRE,True,-316.79999999999995,2,6,1.0
C545033,22363,GLASS JAR MARMALADE ,-120,2011-02-25 16:26:00,2.55,14156.0,EIRE,True,-306.0,2,7,1.0
C545040,22183,CAKE STAND VICTORIAN FILIGREE MED,-1,2011-02-27 10:25:00,3.0,13684.0,United Kingdom,True,-3.0,2,0,0.9990423692887893
C545068,84247K,"FOLK ART GREETING CARD,pack/12",-11,2011-02-27 15:07:00,2.95,14157.0,United Kingdom,True,-32.45,2,0,1.0
C545189,47594B,SCOTTIES DESIGN WASHBAG,-1,2011-02-28 15:19:00,1.95,17841.0,United Kingdom,True,-1.95,2,12,0.9990775857581682
C545277,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,-1,2011-03-01 11:31:00,1.25,12933.0,United Kingdom,True,-1.25,3,0,0.998975455710106
C545307,22414,DOORMAT NEIGHBOURHOOD WITCH ,-1,2011-03-01 13:05:00,7.95,17027.0,United Kingdom,True,-7.95,3,0,0.9989786523532183
C545307,20793,BLUE TILED TRAY,-5,2011-03-01 13:05:00,6.75,17027.0,United Kingdom,True,-33.75,3,1,1.0
C545329,M,Manual,-1,2011-03-01 15:47:00,280.05,12352.0,Norway,True,-280.05,3,0,0.9994636803594826
C545329,M,Manual,-1,2011-03-01 15:47:00,183.75,12352.0,Norway,True,-183.75,3,1,0.9994408026132798
C545330,M,Manual,-1,2011-03-01 15:49:00,376.5,12352.0,Norway,True,-376.5,3,2,0.999490518397979
C545421,22684,FRENCH BLUE METAL DOOR SIGN 9,-2,2011-03-02 14:28:00,1.25,13166.0,United Kingdom,True,-2.5,3,0,0.9999996814205154
C545432,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-1,2011-03-02 15:15:00,9.95,14657.0,United Kingdom,True,-9.95,3,0,0.9989796046426274
C545434,22148,EASTER CRAFT 4 CHICKS ,-3,2011-03-02 15:24:00,1.95,13410.0,United Kingdom,True,-5.85,3,0,0.9999999999010722
C545436,20725,LUNCH BAG RED RETROSPOT,-1,2011-03-02 15:52:00,1.65,13093.0,United Kingdom,True,-1.65,3,6,0.998994903071974
C545436,22383,LUNCH BAG SUKI DESIGN ,-1,2011-03-02 15:52:00,1.65,13093.0,United Kingdom,True,-1.65,3,7,0.99899807710177
C545436,22846,BREAD BIN DINER STYLE RED ,-1,2011-03-02 15:52:00,14.95,13093.0,United Kingdom,True,-14.95,3,8,0.9990074176517624
C545437,22423,REGENCY CAKESTAND 3 TIER,-1,2011-03-02 15:52:00,10.95,13093.0,United Kingdom,True,-10.95,3,9,0.9990087044673728
C545438,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-03-02 15:54:00,2.95,14231.0,United Kingdom,True,-2.95,3,0,0.9989762677436775
C545438,22698,PINK REGENCY TEACUP AND SAUCER,-1,2011-03-02 15:54:00,2.95,14231.0,United Kingdom,True,-2.95,3,1,0.998979500562495
C545438,22427,ENAMEL FLOWER JUG CREAM,-3,2011-03-02 15:54:00,5.95,14231.0,United Kingdom,True,-17.85,3,2,0.99999999990188
C545439,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-4,2011-03-02 15:58:00,3.75,14243.0,United Kingdom,True,-15.0,3,0,0.9999999999999694
C545440,22303,COFFEE MUG APPLES DESIGN,-5,2011-03-02 16:03:00,2.55,16843.0,United Kingdom,True,-12.75,3,0,1.0
C545442,22776,SWEETHEART CAKESTAND 3 TIER,-1,2011-03-02 16:17:00,9.95,17063.0,United Kingdom,True,-9.95,3,0,0.9989796046426274
C545443,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-03-02 16:20:00,4.95,17442.0,United Kingdom,True,-4.95,3,1,0.9989804520618534
C545443,22781,GUMBALL MAGAZINE RACK,-1,2011-03-02 16:20:00,7.65,17442.0,United Kingdom,True,-7.65,3,2,0.9989849507511872
C545444,22729,ALARM CLOCK BAKELIKE ORANGE,-1,2011-03-02 16:24:00,3.75,13767.0,United Kingdom,True,-3.75,3,4,0.9989895150710886
C545444,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-03-02 16:24:00,2.95,13767.0,United Kingdom,True,-2.95,3,5,0.9989923301739037
C545444,22698,PINK REGENCY TEACUP AND SAUCER,-2,2011-03-02 16:24:00,2.95,13767.0,United Kingdom,True,-5.9,3,6,0.9999996876633374
C545446,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,-12,2011-03-02 16:33:00,2.55,12753.0,Japan,True,-30.6,3,4,1.0
C545446,22654,DELUXE SEWING KIT ,-2,2011-03-02 16:33:00,4.95,12753.0,Japan,True,-9.9,3,5,0.9999998140378336
C545446,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,-1,2011-03-02 16:33:00,0.72,12753.0,Japan,True,-0.72,3,6,0.9994024066961034
C545446,20725,LUNCH BAG RED RETROSPOT,-1,2011-03-02 16:33:00,1.45,12753.0,Japan,True,-1.45,3,7,0.9994044975008669
C545446,20724,RED RETROSPOT CHARLOTTE BAG,-1,2011-03-02 16:33:00,0.72,12753.0,Japan,True,-0.72,3,8,0.9994061765904699
C545449,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,2011-03-02 16:38:00,2.95,16573.0,United Kingdom,True,-2.95,3,0,0.9989762677436775
C545449,37446,MINI CAKE STAND WITH HANGING CAKES,-3,2011-03-02 16:38:00,1.45,16573.0,United Kingdom,True,-4.35,3,1,0.999999999901362
C545449,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-03-02 16:38:00,2.95,16573.0,United Kingdom,True,-2.95,3,2,0.9989827231828696
C545450,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-2,2011-03-02 16:46:00,7.95,16839.0,United Kingdom,True,-15.9,3,1,0.9999996834194361
C545451,22442,GROW YOUR OWN FLOWERS SET OF 3,-1,2011-03-02 16:53:00,7.95,13477.0,United Kingdom,True,-7.95,3,0,0.9989786523532183
C545452,47590B,PINK HAPPY BIRTHDAY BUNTING,-2,2011-03-02 16:56:00,4.65,16422.0,United Kingdom,True,-9.3,3,3,0.9999996849326998
C545453,22846,BREAD BIN DINER STYLE RED ,-1,2011-03-02 16:57:00,16.95,14639.0,United Kingdom,True,-16.95,3,1,0.9989861424753489
C545453,22960,JAM MAKING SET WITH JARS,-1,2011-03-02 16:57:00,4.25,14639.0,United Kingdom,True,-4.25,3,2,0.9989833398069042
C545454,47566,PARTY BUNTING,-1,2011-03-02 17:04:00,4.95,15189.0,United Kingdom,True,-4.95,3,2,0.9989836716805589
C545454,22423,REGENCY CAKESTAND 3 TIER,-8,2011-03-02 17:04:00,10.95,15189.0,United Kingdom,True,-87.6,3,3,1.0
C545455,22791,T-LIGHT GLASS FLUTED ANTIQUE,-1,2011-03-02 17:11:00,1.25,16473.0,United Kingdom,True,-1.25,3,0,0.998975455710106
C545456,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,2011-03-02 17:15:00,7.95,17865.0,United Kingdom,True,-7.95,3,1,0.9989818776494109
C545456,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-03-02 17:15:00,2.95,17865.0,United Kingdom,True,-2.95,3,2,0.9989827231828696
